obs,date,year,month,day,start_time,end_time,locality,site,bar,station,transect,counter,tran_length,count_live,count_dead,treatment,pass
2667,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,1,NA,12.5,21,6,rocks,1
2668,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,1,NA,15,2,0,rocks,1
2669,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,1,NA,17.5,8,3,rocks,1
2670,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,1,NA,20,3,0,rocks,1
2671,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,1,NA,22,6,0,rocks,1
2672,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,2.5,60,7,rocks,1
2673,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,5,63,3,rocks,1
2674,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,7.5,40,5,rocks,1
2675,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,10,158,16,rocks,1
2676,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,12.5,133,7,rocks,1
2677,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,15,63,5,rocks,1
2678,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,17.5,53,3,rocks,1
2679,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,20,52,3,rocks,1
2680,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,2,NA,22,37,2,rocks,1
2681,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,2.5,92,2,rocks,1
2682,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,5,24,1,rocks,1
2683,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,7.5,20,3,rocks,1
2684,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,10,59,4,rocks,1
2685,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,12.5,67,7,rocks,1
2686,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,15,71,5,rocks,1
2687,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,17.5,104,7,rocks,1
2688,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,20,48,3,rocks,1
2689,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10B,3,NA,22,12,1,rocks,1
2690,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,2.5,25,2,rocks,1
2691,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,5,26,4,rocks,1
2692,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,7.5,30,4,rocks,1
2693,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,10,53,7,rocks,1
2694,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,12.5,46,3,rocks,1
2695,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,15,58,2,rocks,1
2696,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,17.5,93,7,rocks,1
2697,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,20,95,3,rocks,1
2698,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,1,NA,22,93,3,rocks,1
2699,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,2.5,21,4,rocks,1
2700,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,5,41,4,rocks,1
2701,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,7.5,24,2,rocks,1
2702,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,10,18,2,rocks,1
2703,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,12.5,69,7,rocks,1
2704,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,15,43,6,rocks,1
2705,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,17.5,97,6,rocks,1
2706,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,20,45,17,rocks,1
2707,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,2,NA,22,30,4,rocks,1
2708,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,2.5,2,2,rocks,1
2709,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,5,3,1,rocks,1
2710,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,7.5,4,0,rocks,1
2711,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,10,11,1,rocks,1
2712,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,12.5,6,1,rocks,1
2713,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,15,39,2,rocks,1
2714,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,17.5,40,3,rocks,1
2715,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,20,27,3,rocks,1
2716,11/7/2017,2017,11,7,NA,NA,LC,O,11,LCO11A,3,NA,22,53,1,rocks,1
2717,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,2.5,14,2,rocks,1
2718,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,5,12,1,rocks,1
2719,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,7.5,4,1,rocks,1
2720,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,10,7,0,rocks,1
2721,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,12.5,3,1,rocks,1
2722,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,15,9,0,rocks,1
2723,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,17.5,4,0,rocks,1
2724,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,20,7,0,rocks,1
2725,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,1,NA,22,9,0,rocks,1
2726,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,2.5,8,0,rocks,1
2727,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,5,2,0,rocks,1
2728,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,7.5,5,0,rocks,1
2729,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,10,2,0,rocks,1
2730,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,12.5,6,0,rocks,1
2731,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,15,2,0,rocks,1
2732,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,17.5,6,0,rocks,1
2733,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,20,5,0,rocks,1
2734,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,2,NA,22,7,1,rocks,1
2735,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,2.5,3,0,rocks,1
2736,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,5,0,0,rocks,1
2737,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,7.5,2,0,rocks,1
2738,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,10,2,1,rocks,1
2739,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,12.5,2,0,rocks,1
2740,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,15,3,0,rocks,1
2741,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,17.5,9,1,rocks,1
2742,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,20,1,1,rocks,1
2743,11/8/2017,2017,11,8,NA,NA,LC,O,12,LCO12,3,NA,22,0,0,rocks,1
2744,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,2.5,3,0,rocks,1
2745,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,5,2,0,rocks,1
2746,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,7.5,1,0,rocks,1
2747,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,10,6,0,rocks,1
2748,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,12.5,4,0,rocks,1
2749,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,15,2,0,rocks,1
2750,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,17.5,3,0,rocks,1
2751,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,20,0,1,rocks,1
2752,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,1,NA,22,0,0,rocks,1
2753,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,2.5,3,0,rocks,1
2754,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,5,6,2,rocks,1
2755,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,7.5,3,0,rocks,1
2756,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,10,7,0,rocks,1
2757,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,12.5,1,1,rocks,1
2758,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,15,2,0,rocks,1
2759,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,17.5,3,0,rocks,1
2760,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,20,0,1,rocks,1
2761,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,2,NA,22,0,0,rocks,1
2762,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,2.5,3,0,rocks,1
2763,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,5,3,0,rocks,1
2764,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,7.5,4,0,rocks,1
2765,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,10,2,1,rocks,1
2766,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,12.5,0,0,rocks,1
2767,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,15,2,0,rocks,1
2768,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,17.5,2,0,rocks,1
2769,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,20,1,1,rocks,1
2770,11/8/2017,2017,11,8,NA,NA,LC,O,11,LCO11B,3,NA,22,1,1,rocks,1
2771,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,2.5,0,0,rocks,1
2772,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,5,0,0,rocks,1
2773,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,7.5,0,0,rocks,1
2774,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,10,2,0,rocks,1
2775,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,12.5,6,0,rocks,1
2776,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,15,1,0,rocks,1
2777,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,17.5,0,0,rocks,1
2778,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,20,0,0,rocks,1
2779,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,1,NA,22,11,0,rocks,1
2780,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,2.5,13,1,rocks,1
2781,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,5,4,1,rocks,1
2782,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,7.5,16,2,rocks,1
2783,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,10,29,4,rocks,1
2784,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,12.5,47,9,rocks,1
2785,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,15,83,6,rocks,1
2786,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,17.5,10,2,rocks,1
2787,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,20,21,3,rocks,1
2788,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,2,NA,22,0,1,rocks,1
2789,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,2.5,47,6,rocks,1
2790,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,5,33,9,rocks,1
2791,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,7.5,29,1,rocks,1
2792,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,10,67,4,rocks,1
2793,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,12.5,31,2,rocks,1
2794,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,15,15,6,rocks,1
2795,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,17.5,35,1,rocks,1
2796,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,20,16,2,rocks,1
2797,11/7/2017,2017,11,7,NA,NA,LC,O,9A,LCO9A,3,NA,22,40,11,rocks,1
2798,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,2.5,22,0,rocks,1
2799,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,5,30,2,rocks,1
2800,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,7.5,20,4,rocks,1
2801,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,10,10,0,rocks,1
2802,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,12.5,18,2,rocks,1
2803,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,15,9,4,rocks,1
2804,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,17.5,4,1,rocks,1
2805,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,20,50,2,rocks,1
2806,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,1,NA,22,25,2,rocks,1
2807,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,2.5,6,0,rocks,1
2808,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,5,11,0,rocks,1
2809,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,7.5,12,2,rocks,1
2810,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,10,16,0,rocks,1
2811,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,12.5,3,0,rocks,1
2812,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,15,27,2,rocks,1
2813,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,17.5,9,0,rocks,1
2814,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,20,20,0,rocks,1
2815,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,2,NA,22,0,0,rocks,1
2816,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,2.5,0,0,rocks,1
2817,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,5,0,0,rocks,1
2818,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,7.5,0,0,rocks,1
2819,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,10,1,0,rocks,1
2820,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,12.5,0,1,rocks,1
2821,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,15,0,2,rocks,1
2822,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,17.5,11,16,rocks,1
2823,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,20,7,5,rocks,1
2824,11/7/2017,2017,11,7,NA,NA,LC,O,8B,LCO8B,3,NA,22,11,0,rocks,1
2825,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,2.5,4,0,control,1
2826,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,5,3,0,control,1
2827,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,7.5,7,0,control,1
2828,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,10,0,0,control,1
2829,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,12.5,7,1,control,1
2830,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,15,2,0,control,1
2831,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,17.5,5,0,control,1
2832,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,20,1,0,control,1
2833,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,1,NA,22,2,0,control,1
2834,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,2.5,0,0,control,1
2835,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,5,7,0,control,1
2836,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,7.5,4,0,control,1
2837,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,10,5,0,control,1
2838,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,12.5,1,0,control,1
2839,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,15,2,0,control,1
2840,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,17.5,6,3,control,1
2841,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,20,2,0,control,1
2842,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,2,NA,22,0,0,control,1
2843,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,2.5,7,1,control,1
2844,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,5,0,0,control,1
2845,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,7.5,1,1,control,1
2846,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,10,0,1,control,1
2847,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,12.5,1,0,control,1
2848,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,15,1,0,control,1
2849,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,17.5,1,1,control,1
2850,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,20,4,0,control,1
2851,11/7/2017,2017,11,7,NA,NA,LC,O,10,LCO10A,3,NA,22,6,0,control,1
2852,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,2.5,8,0,control,1
2853,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,5,0,0,control,1
2854,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,7.5,3,0,control,1
2855,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,10,5,0,control,1
2856,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,12.5,7,0,control,1
2857,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,15,7,0,control,1
2858,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,17.5,10,0,control,1
2859,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,20,7,6,control,1
2860,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,1,NA,22,1,0,control,1
2861,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,2.5,4,0,control,1
2862,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,5,33,4,control,1
2863,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,7.5,39,0,control,1
2864,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,10,24,0,control,1
2865,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,12.5,15,0,control,1
2866,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,15,33,0,control,1
2867,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,17.5,39,0,control,1
2868,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,20,32,0,control,1
2869,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,2,NA,22,8,0,control,1
2870,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,2.5,19,0,control,1
2871,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,5,15,0,control,1
2872,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,7.5,17,1,control,1
2873,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,10,18,0,control,1
2874,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,12.5,24,1,control,1
2875,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,15,14,0,control,1
2876,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,17.5,9,0,control,1
2877,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,20,4,0,control,1
2878,11/6/2017,2017,11,6,NA,NA,LC,O,9C,LCO9C,3,NA,22,14,0,control,1
2879,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,2.5,3,1,control,1
2880,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,5,16,0,control,1
2881,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,7.5,36,0,control,1
2882,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,10,32,2,control,1
2883,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,12.5,83,2,control,1
2884,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,15,135,0,control,1
2885,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,17.5,162,0,control,1
2886,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,20,71,0,control,1
2887,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,1,NA,21.7,56,0,control,1
2888,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,2.5,23,2,control,1
2889,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,5,41,0,control,1
2890,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,7.5,54,0,control,1
2891,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,10,112,2,control,1
2892,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,12.5,37,1,control,1
2893,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,15,54,2,control,1
2894,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,17.5,69,0,control,1
2895,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,20,77,2,control,1
2896,1/21/2015,2015,1,21,NA,NA,LC,O,9C,LCO9C,2,NA,21.6,110,0,control,1
2897,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,2.5,12,2,control,1
2898,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,5,10,1,control,1
2899,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,7.5,11,0,control,1
2900,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,10,3,0,control,1
2901,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,12.5,2,1,control,1
2902,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,15,2,1,control,1
2903,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,17.5,24,7,control,1
2904,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,20,11,3,control,1
2905,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,1,NA,21.25,1,2,control,1
2906,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,2.5,23,4,control,1
2907,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,5,17,9,control,1
2908,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,7.5,28,1,control,1
2909,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,10,3,3,control,1
2910,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,12.5,7,9,control,1
2911,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,15,4,2,control,1
2912,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,17.5,19,3,control,1
2913,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,20,5,2,control,1
2914,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,2,NA,21.39,3,2,control,1
2915,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,2.5,17,0,control,1
2916,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,5,9,9,control,1
2917,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,7.5,14,14,control,1
2918,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,10,3,1,control,1
2919,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,12.5,6,1,control,1
2920,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,15,9,2,control,1
2921,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,17.5,3,3,control,1
2922,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,20,5,0,control,1
2923,5/16/2015,2015,5,16,NA,NA,LC,O,8B,LCO8B,3,NA,21.5,3,1,control,1
2924,5/16/2015,2015,5,16,NA,NA,LC,O,9A,LCO9A,1,NA,2.5,33,1,rocks,1
2925,5/16/2015,2015,5,16,NA,NA,LC,O,9A,LCO9A,1,NA,5,30,0,rocks,1
2926,5/16/2015,2015,5,16,NA,NA,LC,O,9A,LCO9A,1,NA,7.5,52,2,rocks,1
